"Subject","Condition","Day_of_training","Stimuli","Hits","Misses","Rejects","False_alarms","Response_time_s","PC","DP","Response_bias","Trial_number","Condition_stimuli","Subject_condition"
"SROF018","Experienced",6,"Tones",40,17,30,26,0.382130297772727,61.9469026548673,0.607513699057004,-0.215691279804407,113,"Experienced.Tones","SROF018.Experienced"
"SROF018","Experienced",7,"Tones",20,9,14,10,0.378281458233333,64.1509433962264,0.678933907631294,-0.137573474673796,53,"Experienced.Tones","SROF018.Experienced"
"SROF018","Experienced",8,"Tones",31,9,14,13,0.416467243954545,67.1641791044776,0.778011959881028,-0.344229803244998,67,"Experienced.Tones","SROF018.Experienced"
"SROF018","Experienced",9,"Tones",25,21,39,11,0.250213689194444,66.6666666666667,0.860649674956202,0.323456732795044,96,"Experienced.Tones","SROF018.Experienced"
"SROF018","Experienced",10,"Tones",37,17,56,8,0.354050005822222,78.8135593220339,1.59555141918321,0.324986588599337,118,"Experienced.Tones","SROF018.Experienced"
"SROF018","Experienced",11,"Tones",30,18,46,13,0.361824340604651,71.0280373831776,1.06733408118079,0.221747985770072,107,"Experienced.Tones","SROF018.Experienced"
"SROF018","Naive",1,"Tones",34,16,39,15,0.713236434119088,70.1923076923077,1.0353006610054,0.0597983994902031,104,"Naive.Tones","SROF018.Naive"
"SROF018","Naive",2,"Tones",16,6,20,17,0.820452906868675,61.0169491525424,0.674217141101337,-0.238000710727769,59,"Naive.Tones","SROF018.Naive"
"SROF018","Naive",3,"Tones",6,6,4,11,0.984434772940243,37.037037037037,-0.579132162255556,-0.289566081127778,27,"Naive.Tones","SROF018.Naive"
"SROF018","Naive",4,"Tones",36,32,38,27,0.671139622491503,55.6390977443609,0.283148328248086,0.0688542301238816,133,"Naive.Tones","SROF018.Naive"
"SROF018","Naive",5,"Tones",43,37,56,45,0.678950366648761,54.6961325966851,0.228547363759871,0.0213018333188615,181,"Naive.Tones","SROF018.Naive"
"SROF018","Naive",6,"Tones",50,32,50,36,0.52638784674711,59.5238095238095,0.478308945530379,-0.0360846519648059,168,"Naive.Tones","SROF018.Naive"
