Subject,Treatment,Day,Metric,Value
SROF018,TRAINING2,8,reject,7
SROF018,TRAINING2,9,reject,9
SROF020,TRAINING2,1,reject,25
SROF020,TRAINING2,2,reject,17
SROF020,TRAINING2,3,reject,20
SROF020,TRAINING2,4,reject,13
SROF020,TRAINING2,5,reject,66
SROF020,TRAINING2,6,reject,28
SROF020,TRAINING2,7,reject,31
SROF020,TRAINING2,8,reject,30
SROF012,TRAINING3,1,reject,93
SROF012,TRAINING3,2,reject,87
SROF012,TRAINING3,3,reject,148
SROF012,TRAINING3,4,reject,192
SROF012,TRAINING3,5,reject,193
SROF017,TRAINING3,1,reject,54
SROF017,TRAINING3,2,reject,97
SROF017,TRAINING3,3,reject,101
SROF017,TRAINING3,4,reject,150
SROF017,TRAINING3,5,reject,147
SROF018,TRAINING3,1,reject,23
SROF018,TRAINING3,2,reject,16
SROF018,TRAINING3,3,reject,28
SROF018,TRAINING3,4,reject,18
SROF018,TRAINING3,5,reject,19
SROF018,TRAINING3,6,reject,55
SROF018,TRAINING3,7,reject,49
SROF018,TRAINING3,8,reject,58
SROF018,TRAINING3,9,reject,53
SROF020,TRAINING3,1,reject,10
SROF020,TRAINING3,2,reject,13
SROF020,TRAINING3,3,reject,6
SROF020,TRAINING3,4,reject,12
SROF020,TRAINING3,5,reject,7
SROF020,TRAINING3,6,reject,6
SROF020,TRAINING3,7,reject,11
SROF020,TRAINING3,8,reject,6
SROF020,TRAINING3,9,reject,11
SROF020,TRAINING3,10,reject,2
SROF020,TRAINING3,11,reject,43
SROF020,TRAINING3,12,reject,35
SROF020,TRAINING3,13,reject,25
SROF020,TRAINING3,14,reject,36
SROF012,TRAINING1,1,false_alarm,102
SROF012,TRAINING1,2,false_alarm,55
SROF012,TRAINING1,3,false_alarm,76
SROF012,TRAINING1,4,false_alarm,45
SROF012,TRAINING1,5,false_alarm,51
SROF012,TRAINING1,6,false_alarm,51
SROF012,TRAINING1,7,false_alarm,26
SROF017,TRAINING1,1,false_alarm,172
SROF017,TRAINING1,2,false_alarm,224
SROF017,TRAINING1,3,false_alarm,183
SROF017,TRAINING1,4,false_alarm,166
SROF017,TRAINING1,5,false_alarm,112
SROF017,TRAINING1,6,false_alarm,139
SROF017,TRAINING1,7,false_alarm,148
SROF017,TRAINING1,8,false_alarm,198
SROF017,TRAINING1,9,false_alarm,168
SROF017,TRAINING1,10,false_alarm,51
SROF017,TRAINING1,11,false_alarm,101
SROF017,TRAINING1,12,false_alarm,74
SROF017,TRAINING1,13,false_alarm,167
SROF017,TRAINING1,14,false_alarm,123
SROF017,TRAINING1,15,false_alarm,56
SROF017,TRAINING1,16,false_alarm,99
SROF017,TRAINING1,17,false_alarm,107
SROF017,TRAINING1,18,false_alarm,48
SROF017,TRAINING1,19,false_alarm,71
SROF017,TRAINING1,20,false_alarm,101
SROF017,TRAINING1,21,false_alarm,139
SROF017,TRAINING1,22,false_alarm,86
SROF017,TRAINING1,23,false_alarm,106
SROF017,TRAINING1,24,false_alarm,117
SROF017,TRAINING1,25,false_alarm,69
SROF017,TRAINING1,26,false_alarm,34
SROF017,TRAINING1,27,false_alarm,77
SROF017,TRAINING1,28,false_alarm,7
SROF017,TRAINING1,29,false_alarm,99
SROF017,TRAINING1,30,false_alarm,99
SROF017,TRAINING1,31,false_alarm,138
SROF018,TRAINING1,1,false_alarm,15
SROF018,TRAINING1,2,false_alarm,17
SROF018,TRAINING1,3,false_alarm,11
SROF018,TRAINING1,4,false_alarm,27
SROF018,TRAINING1,5,false_alarm,45
SROF018,TRAINING1,6,false_alarm,36
SROF018,TRAINING1,7,false_alarm,17
SROF018,TRAINING1,8,false_alarm,17
SROF018,TRAINING1,9,false_alarm,16
SROF018,TRAINING1,10,false_alarm,21
SROF018,TRAINING1,11,false_alarm,17
SROF018,TRAINING1,12,false_alarm,19
SROF018,TRAINING1,13,false_alarm,13
SROF018,TRAINING1,14,false_alarm,9
SROF018,TRAINING1,15,false_alarm,14
SROF018,TRAINING1,16,false_alarm,3
SROF020,TRAINING1,1,false_alarm,19
SROF020,TRAINING1,2,false_alarm,31
SROF020,TRAINING1,3,false_alarm,22
SROF020,TRAINING1,4,false_alarm,15
SROF020,TRAINING1,5,false_alarm,13
SROF020,TRAINING1,6,false_alarm,12
SROF020,TRAINING1,7,false_alarm,14
SROF020,TRAINING1,8,false_alarm,16
SROF020,TRAINING1,9,false_alarm,1
SROF020,TRAINING1,10,false_alarm,3
SROF020,TRAINING1,11,false_alarm,8
SROF020,TRAINING1,12,false_alarm,11
SROF020,TRAINING1,13,false_alarm,7
SROF020,TRAINING1,14,false_alarm,14
SROF012,TRAINING2,1,false_alarm,129
SROF012,TRAINING2,2,false_alarm,79
SROF012,TRAINING2,3,false_alarm,90
SROF012,TRAINING2,4,false_alarm,87
SROF012,TRAINING2,5,false_alarm,49
SROF012,TRAINING2,6,false_alarm,45
SROF017,TRAINING2,1,false_alarm,151
SROF017,TRAINING2,2,false_alarm,195
SROF017,TRAINING2,3,false_alarm,207
SROF017,TRAINING2,4,false_alarm,111
SROF017,TRAINING2,5,false_alarm,120
SROF018,TRAINING2,1,false_alarm,44
SROF018,TRAINING2,2,false_alarm,14
SROF018,TRAINING2,3,false_alarm,8
SROF018,TRAINING2,4,false_alarm,12
SROF018,TRAINING2,5,false_alarm,9
SROF018,TRAINING2,6,false_alarm,4
SROF018,TRAINING2,7,false_alarm,2
SROF018,TRAINING2,8,false_alarm,1
SROF018,TRAINING2,9,false_alarm,2
SROF020,TRAINING2,1,false_alarm,31
SROF020,TRAINING2,2,false_alarm,21
SROF020,TRAINING2,3,false_alarm,22
SROF020,TRAINING2,4,false_alarm,27
SROF020,TRAINING2,5,false_alarm,50
SROF020,TRAINING2,6,false_alarm,13
SROF020,TRAINING2,7,false_alarm,7
SROF020,TRAINING2,8,false_alarm,18
SROF012,TRAINING3,1,false_alarm,87
SROF012,TRAINING3,2,false_alarm,94
SROF012,TRAINING3,3,false_alarm,95
SROF012,TRAINING3,4,false_alarm,64
SROF012,TRAINING3,5,false_alarm,90
SROF017,TRAINING3,1,false_alarm,139
SROF017,TRAINING3,2,false_alarm,118
SROF017,TRAINING3,3,false_alarm,120
SROF017,TRAINING3,4,false_alarm,131
SROF017,TRAINING3,5,false_alarm,135
SROF018,TRAINING3,1,false_alarm,6
SROF018,TRAINING3,2,false_alarm,11
SROF018,TRAINING3,3,false_alarm,38
SROF018,TRAINING3,4,false_alarm,34
SROF018,TRAINING3,5,false_alarm,11
SROF018,TRAINING3,6,false_alarm,35
SROF018,TRAINING3,7,false_alarm,18
SROF018,TRAINING3,8,false_alarm,28
SROF018,TRAINING3,9,false_alarm,18
SROF020,TRAINING3,1,false_alarm,33
SROF020,TRAINING3,2,false_alarm,81
SROF020,TRAINING3,3,false_alarm,67
SROF020,TRAINING3,4,false_alarm,72
SROF020,TRAINING3,5,false_alarm,62
SROF020,TRAINING3,6,false_alarm,86
SROF020,TRAINING3,7,false_alarm,42
SROF020,TRAINING3,8,false_alarm,19
SROF020,TRAINING3,9,false_alarm,45
SROF020,TRAINING3,10,false_alarm,25
SROF020,TRAINING3,11,false_alarm,43
SROF020,TRAINING3,12,false_alarm,46
SROF020,TRAINING3,13,false_alarm,22
SROF020,TRAINING3,14,false_alarm,32
